ident:eid,time:timestamp,case:concept:name,concept:name,message,tilt:data_disclosed,tilt:purposes,tilt:legal_bases
695,"2023-04-25 12:24:05,807",0x8b02d541e6a226bf0f06bc4f0a53e628,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
696,"2023-04-25 12:24:05,818",0x8b02d541e6a226bf0f06bc4f0a53e628,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
697,"2023-04-25 12:24:05,969",0x2669492d15540f34ff859c2527f50dfd,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
698,"2023-04-25 12:24:05,981",0x2669492d15540f34ff859c2527f50dfd,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
699,"2023-04-25 12:24:06,434",0x9b40ced147d12d3d43a8be0b97860dc0,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
700,"2023-04-25 12:24:06,444",0x9b40ced147d12d3d43a8be0b97860dc0,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
701,"2023-04-25 12:24:06,941",0x48f1190c4b0ca94dd1ffb21162d82f78,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
702,"2023-04-25 12:24:06,951",0x48f1190c4b0ca94dd1ffb21162d82f78,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
703,"2023-04-25 12:22:50,732",0xbbb906fa084f96e67c18fa8971eded98,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
704,"2023-04-25 12:22:50,778",0xbbb906fa084f96e67c18fa8971eded98,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
705,"2023-04-25 12:22:51,198",0x6da7990ee42a5aaaa89850e4a6f205a9,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
706,"2023-04-25 12:22:51,225",0x6da7990ee42a5aaaa89850e4a6f205a9,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
707,"2023-04-25 12:22:51,713",0x9313a686b883f772c0c89ee6af703437,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
708,"2023-04-25 12:22:51,739",0x9313a686b883f772c0c89ee6af703437,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
709,"2023-04-25 12:22:51,967",0x71a242cbecb1b55994e39e6aa2938494,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
710,"2023-04-25 12:22:52,009",0x71a242cbecb1b55994e39e6aa2938494,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
711,"2023-04-25 12:22:52,217",0xce20f1240da32c61b46811349e7aeeb7,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
712,"2023-04-25 12:22:52,248",0xce20f1240da32c61b46811349e7aeeb7,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
713,"2023-04-25 12:22:52,623",0xdfc01c57ba271463ce34ee0ff5177a58,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
714,"2023-04-25 12:22:52,643",0xdfc01c57ba271463ce34ee0ff5177a58,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
715,"2023-04-25 12:22:52,985",0x85fb22b883182db250303c317989aadc,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
716,"2023-04-25 12:22:53,015",0x85fb22b883182db250303c317989aadc,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
717,"2023-04-25 12:22:53,378",0x3cd3a4a4e4c4d065c9625817c972c132,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
718,"2023-04-25 12:22:53,404",0x3cd3a4a4e4c4d065c9625817c972c132,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
719,"2023-04-25 12:22:53,614",0xabb445c86b0f7dd6372d369a1d2e5d0d,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
720,"2023-04-25 12:22:53,640",0xabb445c86b0f7dd6372d369a1d2e5d0d,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
721,"2023-04-25 12:22:54,138",0x6a0b5c1ddb2c6b0f0a7ec489fb5521af,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
722,"2023-04-25 12:22:54,161",0x6a0b5c1ddb2c6b0f0a7ec489fb5521af,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
723,"2023-04-25 12:22:54,445",0xc02ddba664c6543f866a9301744b4132,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
724,"2023-04-25 12:22:54,471",0xc02ddba664c6543f866a9301744b4132,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
725,"2023-04-25 12:22:54,946",0xe9f6a3b8cc08c882887169b37bcf4ecb,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
726,"2023-04-25 12:22:54,970",0xe9f6a3b8cc08c882887169b37bcf4ecb,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
727,"2023-04-25 12:22:55,318",0xaf7aa94a31fd3267e687cde17132208,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
728,"2023-04-25 12:22:55,341",0xaf7aa94a31fd3267e687cde17132208,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
729,"2023-04-25 12:22:55,495",0x46dd204eafe9f716d4f721f23fe1754c,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
730,"2023-04-25 12:22:55,533",0x46dd204eafe9f716d4f721f23fe1754c,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
731,"2023-04-25 12:22:56,017",0xed6e76679d7529351c4ead78a590d6a2,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
732,"2023-04-25 12:22:56,046",0xed6e76679d7529351c4ead78a590d6a2,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
733,"2023-04-25 12:22:56,513",0x4e9ada2b521883f65d0654b1db4ef369,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
734,"2023-04-25 12:22:56,539",0x4e9ada2b521883f65d0654b1db4ef369,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
735,"2023-04-25 12:22:56,647",0xf44c681985bb66c991510987224a93b5,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
736,"2023-04-25 12:22:56,674",0xf44c681985bb66c991510987224a93b5,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
737,"2023-04-25 12:22:57,046",0xb0dfe311e62e7ada0a7e84c98e99f31c,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
738,"2023-04-25 12:22:57,068",0xb0dfe311e62e7ada0a7e84c98e99f31c,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
739,"2023-04-25 12:22:57,427",0xa7c8389c111d114b5372855762432281,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
740,"2023-04-25 12:22:57,463",0xa7c8389c111d114b5372855762432281,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
741,"2023-04-25 12:22:57,917",0x5352227a6181eb5b575a0f751e128bbb,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
742,"2023-04-25 12:22:57,943",0x5352227a6181eb5b575a0f751e128bbb,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
743,"2023-04-25 12:22:58,125",0x9a846e7a669a3ad0104c17a5dc0dd455,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
744,"2023-04-25 12:22:58,159",0x9a846e7a669a3ad0104c17a5dc0dd455,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
745,"2023-04-25 12:22:58,265",0x76016c89c89dc0ca351066fc00b7e190,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
746,"2023-04-25 12:22:58,295",0x76016c89c89dc0ca351066fc00b7e190,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
747,"2023-04-25 12:22:58,440",0x52f5e4c5abe15d987a41db28fd3a0d32,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
748,"2023-04-25 12:22:58,464",0x52f5e4c5abe15d987a41db28fd3a0d32,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
749,"2023-04-25 12:22:58,934",0x39d766d90aea09f1a49ddbdd6a738d74,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
750,"2023-04-25 12:22:58,960",0x39d766d90aea09f1a49ddbdd6a738d74,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
751,"2023-04-25 12:22:59,401",0x3c4ccfd71049dadde9e6f6328cf77bc8,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
752,"2023-04-25 12:22:59,434",0x3c4ccfd71049dadde9e6f6328cf77bc8,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
753,"2023-04-25 12:22:59,558",0xb12157f05f51dc8c303b2ca157184ad,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
754,"2023-04-25 12:22:59,582",0xb12157f05f51dc8c303b2ca157184ad,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
755,"2023-04-25 12:22:59,974",0x20130b72611e26496eaf98d04e695fbc,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
756,"2023-04-25 12:22:59,996",0x20130b72611e26496eaf98d04e695fbc,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
757,"2023-04-25 12:23:00,214",0x9294f1942fdf335410b1b3bb3d40f081,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
758,"2023-04-25 12:23:00,232",0x9294f1942fdf335410b1b3bb3d40f081,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
759,"2023-04-25 12:23:00,723",0x8a9a92f8448bb10692b61f2f613cdad1,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
760,"2023-04-25 12:23:00,746",0x8a9a92f8448bb10692b61f2f613cdad1,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
761,"2023-04-25 12:23:01,059",0x63f9c27232f0880cdd567e629c13fdfd,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
762,"2023-04-25 12:23:01,082",0x63f9c27232f0880cdd567e629c13fdfd,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
763,"2023-04-25 12:23:01,190",0x917f550682ef1559458d0bba30fdf44f,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
764,"2023-04-25 12:23:01,212",0x917f550682ef1559458d0bba30fdf44f,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
765,"2023-04-25 12:23:01,378",0x38a7d8427dae27974c0bd1053985f2e5,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
766,"2023-04-25 12:23:01,401",0x38a7d8427dae27974c0bd1053985f2e5,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
767,"2023-04-25 12:23:01,588",0xa13880377bedc09a4745f1cb751b97a0,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
768,"2023-04-25 12:23:01,613",0xa13880377bedc09a4745f1cb751b97a0,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
769,"2023-04-25 12:23:01,846",0xefae3a4ac4fd0f7257e2d424993b2e7f,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
770,"2023-04-25 12:23:01,871",0xefae3a4ac4fd0f7257e2d424993b2e7f,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
771,"2023-04-25 12:23:02,294",0x71eaa03813f9f4d347b6b24bc6590aeb,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
772,"2023-04-25 12:23:02,318",0x71eaa03813f9f4d347b6b24bc6590aeb,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
773,"2023-04-25 12:23:02,471",0xcd4e21b14ed4f1b7b56a804d96a8edbc,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
774,"2023-04-25 12:23:02,511",0xcd4e21b14ed4f1b7b56a804d96a8edbc,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
775,"2023-04-25 12:23:02,914",0xc45c8123788e6bfe017c5efbedb881f1,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
776,"2023-04-25 12:23:02,943",0xc45c8123788e6bfe017c5efbedb881f1,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
777,"2023-04-25 12:23:03,136",0xcc5424ac8946c8bcf7a5fefe74ecbbdb,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
778,"2023-04-25 12:23:03,158",0xcc5424ac8946c8bcf7a5fefe74ecbbdb,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
779,"2023-04-25 12:23:03,330",0xee64bf1e1f75872f0c4fe81dec19180b,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
780,"2023-04-25 12:23:03,354",0xee64bf1e1f75872f0c4fe81dec19180b,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
781,"2023-04-25 12:23:03,663",0x6601ffd6cfba9cab8e8142884022518c,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
782,"2023-04-25 12:23:03,687",0x6601ffd6cfba9cab8e8142884022518c,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
783,"2023-04-25 12:23:04,184",0x41c09c07dbec9c5499c89df287d91a80,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
784,"2023-04-25 12:23:04,208",0x41c09c07dbec9c5499c89df287d91a80,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
785,"2023-04-25 12:23:04,377",0x8076b7b9aee55d672d1363608e5a9912,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
786,"2023-04-25 12:23:04,400",0x8076b7b9aee55d672d1363608e5a9912,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
787,"2023-04-25 12:23:04,622",0xcd12b88d6c1dc18d04c830b37397796b,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
788,"2023-04-25 12:23:04,646",0xcd12b88d6c1dc18d04c830b37397796b,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
789,"2023-04-25 12:23:04,869",0xbdda2e85a8a419fa56b44d99fd95ecf9,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
790,"2023-04-25 12:23:04,897",0xbdda2e85a8a419fa56b44d99fd95ecf9,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
791,"2023-04-25 12:23:05,017",0x6781a56bc517e7d1f57c026a4a0ad736,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
792,"2023-04-25 12:23:05,039",0x6781a56bc517e7d1f57c026a4a0ad736,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
793,"2023-04-25 12:23:05,299",0xa741ff246a54d0b2b90f83efbae50b91,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
794,"2023-04-25 12:23:05,334",0xa741ff246a54d0b2b90f83efbae50b91,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
795,"2023-04-25 12:23:05,794",0x29efe38c10e47b141f3cef8009cd2078,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
796,"2023-04-25 12:23:05,829",0x29efe38c10e47b141f3cef8009cd2078,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
797,"2023-04-25 12:23:06,189",0x5c098c907db9bbef5997b657ab34deec,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
798,"2023-04-25 12:23:06,220",0x5c098c907db9bbef5997b657ab34deec,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
799,"2023-04-25 12:23:06,568",0xea9196d16026853e0da30354744963b9,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
800,"2023-04-25 12:23:06,594",0xea9196d16026853e0da30354744963b9,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
801,"2023-04-25 12:23:06,855",0x4e5ae192217f4e07322ebad9605e241d,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
802,"2023-04-25 12:23:06,880",0x4e5ae192217f4e07322ebad9605e241d,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
803,"2023-04-25 12:23:07,273",0x3784664f400f670238db9da2a4091d52,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
804,"2023-04-25 12:23:07,294",0x3784664f400f670238db9da2a4091d52,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
805,"2023-04-25 12:23:07,651",0xc272fdae26ab166e884e106450bfed02,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
806,"2023-04-25 12:23:07,677",0xc272fdae26ab166e884e106450bfed02,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
807,"2023-04-25 12:23:08,111",0x720039f1e9912307f358f8d643ecaac,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
808,"2023-04-25 12:23:08,136",0x720039f1e9912307f358f8d643ecaac,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
809,"2023-04-25 12:23:08,338",0xababf7c77c18cb3cb473cfdce9a16e60,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
810,"2023-04-25 12:23:08,364",0xababf7c77c18cb3cb473cfdce9a16e60,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
811,"2023-04-25 12:23:08,554",0x776cef28c86afa62039014792eae390c,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
812,"2023-04-25 12:23:08,580",0x776cef28c86afa62039014792eae390c,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
813,"2023-04-25 12:23:08,897",0xf82b951283b8aa8339aa71082571adfd,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
814,"2023-04-25 12:23:08,923",0xf82b951283b8aa8339aa71082571adfd,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
815,"2023-04-25 12:23:09,421",0xcdb1be6f2c2527bb0df3113016383166,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
816,"2023-04-25 12:23:09,444",0xcdb1be6f2c2527bb0df3113016383166,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
817,"2023-04-25 12:23:09,821",0x90316a94ff952bc92690196f5527a950,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
818,"2023-04-25 12:23:09,847",0x90316a94ff952bc92690196f5527a950,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
819,"2023-04-25 12:23:10,331",0xffa75710e01225ce36802371871bcd67,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
820,"2023-04-25 12:23:10,353",0xffa75710e01225ce36802371871bcd67,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
821,"2023-04-25 12:23:10,468",0x7090a039a41ca89d188d81efc69a3ad3,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
822,"2023-04-25 12:23:10,493",0x7090a039a41ca89d188d81efc69a3ad3,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
823,"2023-04-25 12:23:10,690",0xe3dbb4c678d007a9b797dce16bb06331,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
824,"2023-04-25 12:23:10,714",0xe3dbb4c678d007a9b797dce16bb06331,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
825,"2023-04-25 12:23:10,836",0x5017053bc75d666e90dffa610c291cac,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
826,"2023-04-25 12:23:10,863",0x5017053bc75d666e90dffa610c291cac,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
827,"2023-04-25 12:23:10,986",0x8cfd06a3058bac56020e932de75c624b,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
828,"2023-04-25 12:23:11,014",0x8cfd06a3058bac56020e932de75c624b,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
829,"2023-04-25 12:23:11,130",0x3619f767d0d92dd87d719afd52e1b6dc,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
830,"2023-04-25 12:23:11,161",0x3619f767d0d92dd87d719afd52e1b6dc,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
831,"2023-04-25 12:23:11,661",0xb6561ad169c0c839cda45fb34b7f6554,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
832,"2023-04-25 12:23:11,714",0xb6561ad169c0c839cda45fb34b7f6554,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
833,"2023-04-25 12:23:12,197",0xf7b1f881497639027d796af62193d512,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
834,"2023-04-25 12:23:12,217",0xf7b1f881497639027d796af62193d512,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
835,"2023-04-25 12:23:12,396",0x97b4ab194891c5958339a22d6990be83,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
836,"2023-04-25 12:23:12,463",0x97b4ab194891c5958339a22d6990be83,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
837,"2023-04-25 12:23:12,685",0x5db31c0ced321ab7ba614a8fafe072f5,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
838,"2023-04-25 12:23:12,710",0x5db31c0ced321ab7ba614a8fafe072f5,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
839,"2023-04-25 12:23:13,136",0x57831ed5258160c51dfc6af189d06f07,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
840,"2023-04-25 12:23:13,163",0x57831ed5258160c51dfc6af189d06f07,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
841,"2023-04-25 12:23:13,277",0xd036ae0f18af2c7e5b0bc7682742f0bc,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
842,"2023-04-25 12:23:13,312",0xd036ae0f18af2c7e5b0bc7682742f0bc,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
843,"2023-04-25 12:23:13,512",0x543b88973639972dff7f5c6ddb7ca027,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
844,"2023-04-25 12:23:13,547",0x543b88973639972dff7f5c6ddb7ca027,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
845,"2023-04-25 12:23:14,023",0x7c7430debbdc1c52ef3d78d5f6dd90a4,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
846,"2023-04-25 12:23:14,049",0x7c7430debbdc1c52ef3d78d5f6dd90a4,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
847,"2023-04-25 12:23:14,501",0xf9baf24316e1468c82281feb6a8edc7b,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
848,"2023-04-25 12:23:14,526",0xf9baf24316e1468c82281feb6a8edc7b,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
849,"2023-04-25 12:23:14,878",0xba5eb9eb38a9ca1accb63b9774fcbca6,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
850,"2023-04-25 12:23:14,906",0xba5eb9eb38a9ca1accb63b9774fcbca6,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
851,"2023-04-25 12:23:15,261",0x13c264482e683f7b458b93b62d393284,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
852,"2023-04-25 12:23:15,297",0x13c264482e683f7b458b93b62d393284,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
853,"2023-04-25 12:23:15,575",0x6700ea898765cfbacb92ea23914b9251,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
854,"2023-04-25 12:23:15,602",0x6700ea898765cfbacb92ea23914b9251,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
855,"2023-04-25 12:23:15,900",0x9fd8b11c44cde16532039e293b605b7f,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
856,"2023-04-25 12:23:15,928",0x9fd8b11c44cde16532039e293b605b7f,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
857,"2023-04-25 12:23:16,088",0xf6b85dd6684f8fbc722958e91d120f5b,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
858,"2023-04-25 12:23:16,155",0xf6b85dd6684f8fbc722958e91d120f5b,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
859,"2023-04-25 12:23:16,334",0xae9d470c0bc7295e0dfc05bb4c54cb3d,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
860,"2023-04-25 12:23:16,360",0xae9d470c0bc7295e0dfc05bb4c54cb3d,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
861,"2023-04-25 12:23:16,686",0x2f8b5618bb81f5acfd3772741b72077b,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
862,"2023-04-25 12:23:16,728",0x2f8b5618bb81f5acfd3772741b72077b,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
863,"2023-04-25 12:23:17,157",0x77011ba0147f1079235e0df4fb772deb,Process User Request,Process User Request,['user.id'],['personal data access'],['GDPR-6-1-b']
864,"2023-04-25 12:23:17,186",0x77011ba0147f1079235e0df4fb772deb,Send Data to User,Send Data to User,['user.id'],['personal data access'],['GDPR-6-1-b']
