ident:eid,time:timestamp,case:concept:name,concept:name,message,tilt:data_disclosed,tilt:purposes,tilt:legal_bases
556,"2023-04-23 17:05:13,229",0x37a58d95110008b8e339185782331393,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
557,"2023-04-23 17:05:13,468",0xfa56b2ea9a196df6557dbac88ad059d0,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
558,"2023-04-23 17:05:13,477",0xfa56b2ea9a196df6557dbac88ad059d0,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
559,"2023-04-23 17:05:13,751",0x777e2655dc2e51c169ca61c7a6ca8ecc,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
560,"2023-04-23 17:05:13,766",0x777e2655dc2e51c169ca61c7a6ca8ecc,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
561,"2023-04-23 17:05:14,029",0xe64f061dbc7a7faf4ab7aacf5dd91a82,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
562,"2023-04-23 17:05:14,041",0xe64f061dbc7a7faf4ab7aacf5dd91a82,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
563,"2023-04-23 17:05:14,331",0x1574aa40dd85dd6afb05ede71a2a6c35,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
564,"2023-04-23 17:05:14,343",0x1574aa40dd85dd6afb05ede71a2a6c35,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
565,"2023-04-23 17:05:14,754",0xfd0cfa17398d7cc7760577ee7fc3a1d0,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
566,"2023-04-23 17:05:14,764",0xfd0cfa17398d7cc7760577ee7fc3a1d0,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
567,"2023-04-23 17:05:15,229",0x4f683e01473d6a2a7f6217ebc91f33a3,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
568,"2023-04-23 17:05:15,238",0x4f683e01473d6a2a7f6217ebc91f33a3,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
569,"2023-04-23 17:05:15,623",0x37786e3024f8377956fcf400ebbe9084,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
570,"2023-04-23 17:05:15,635",0x37786e3024f8377956fcf400ebbe9084,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
571,"2023-04-23 17:05:15,998",0x9b90a3afa287e20eaecd5805fabf8735,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
572,"2023-04-23 17:05:16,009",0x9b90a3afa287e20eaecd5805fabf8735,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
573,"2023-04-23 17:05:16,375",0xcbfe15e7c9eb21bd54978198312e7d3a,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
574,"2023-04-23 17:05:16,385",0xcbfe15e7c9eb21bd54978198312e7d3a,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
575,"2023-04-23 17:05:16,749",0x6c497a917df9267ac2990b31ef781ca4,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
576,"2023-04-23 17:05:16,758",0x6c497a917df9267ac2990b31ef781ca4,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
577,"2023-04-23 17:05:16,900",0x8cf21b98a85185a4ced34a66d713100e,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
578,"2023-04-23 17:05:16,910",0x8cf21b98a85185a4ced34a66d713100e,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
579,"2023-04-23 17:05:17,181",0x755825a9219dbcfd442948acdabefe0a,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
580,"2023-04-23 17:05:17,193",0x755825a9219dbcfd442948acdabefe0a,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
581,"2023-04-23 17:05:17,346",0x4c85a371db322f02b8a8f42359bfddf6,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
582,"2023-04-23 17:05:17,355",0x4c85a371db322f02b8a8f42359bfddf6,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
583,"2023-04-23 17:05:17,662",0xc9055f1d59414cbf610456c171b82b8,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
584,"2023-04-23 17:05:17,670",0xc9055f1d59414cbf610456c171b82b8,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
585,"2023-04-23 17:05:17,847",0xca489fee7a77bc0c35c7c3f86f68d685,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
586,"2023-04-23 17:05:17,859",0xca489fee7a77bc0c35c7c3f86f68d685,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
587,"2023-04-23 17:05:18,345",0x99780ac6e275870ea3a923b53c13d97e,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
588,"2023-04-23 17:05:18,356",0x99780ac6e275870ea3a923b53c13d97e,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
589,"2023-04-23 17:05:18,498",0xa315aba40f397fbfa62b1c4fe2efe7b3,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
590,"2023-04-23 17:05:18,507",0xa315aba40f397fbfa62b1c4fe2efe7b3,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
591,"2023-04-23 17:05:18,915",0x5db10300ddcaab22c681fd20a76298e,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
592,"2023-04-23 17:05:18,923",0x5db10300ddcaab22c681fd20a76298e,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
593,"2023-04-23 17:05:19,071",0x75d088773e0639b3374260d8e3264d6f,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
594,"2023-04-23 17:05:19,083",0x75d088773e0639b3374260d8e3264d6f,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
595,"2023-04-23 17:05:19,226",0x3a6c356d4fc2c3005c0a19717ea27335,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
596,"2023-04-23 17:05:19,236",0x3a6c356d4fc2c3005c0a19717ea27335,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
597,"2023-04-23 17:05:19,665",0x10d28326458e584ed2d4402b56913920,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
598,"2023-04-23 17:05:19,674",0x10d28326458e584ed2d4402b56913920,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
599,"2023-04-23 17:05:19,907",0x14fc31153a98c6bcbff052696a0ba87e,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
600,"2023-04-23 17:05:19,917",0x14fc31153a98c6bcbff052696a0ba87e,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
601,"2023-04-23 17:05:20,367",0x226596a06f001ec7c879a499da01314f,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
602,"2023-04-23 17:05:20,377",0x226596a06f001ec7c879a499da01314f,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
603,"2023-04-23 17:05:20,747",0xd7ab16f346d7838a24731f295cc0fa43,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
604,"2023-04-23 17:05:20,754",0xd7ab16f346d7838a24731f295cc0fa43,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
605,"2023-04-23 17:05:21,139",0xfb084d65b88bf7110b49963841651b51,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
606,"2023-04-23 17:05:21,147",0xfb084d65b88bf7110b49963841651b51,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
607,"2023-04-23 17:05:21,653",0xb63fb4aaf0c33e9feac44d5eab221f18,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
608,"2023-04-23 17:05:21,662",0xb63fb4aaf0c33e9feac44d5eab221f18,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
609,"2023-04-23 17:05:21,911",0x4b2ffc03c3423b128f1b48b2cff443c5,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
610,"2023-04-23 17:05:21,919",0x4b2ffc03c3423b128f1b48b2cff443c5,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
611,"2023-04-23 17:05:22,515",0xb6d7f0338c8ab23522ffca103bcd0ac0,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
612,"2023-04-23 17:05:22,524",0xb6d7f0338c8ab23522ffca103bcd0ac0,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
613,"2023-04-23 17:05:22,865",0xd3a0d355156eecfade736c570105e051,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
614,"2023-04-23 17:05:22,873",0xd3a0d355156eecfade736c570105e051,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
615,"2023-04-23 17:05:23,287",0xacd7bad3055843620a99a2db036e3df9,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
616,"2023-04-23 17:05:23,296",0xacd7bad3055843620a99a2db036e3df9,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
617,"2023-04-23 17:05:23,464",0x1e4b3cd613e70cfb5896e3cb1d9b6cdb,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
618,"2023-04-23 17:05:23,472",0x1e4b3cd613e70cfb5896e3cb1d9b6cdb,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
619,"2023-04-23 17:05:23,942",0x8d1601ae0bcdd0c7d588af8583acc865,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
620,"2023-04-23 17:05:23,951",0x8d1601ae0bcdd0c7d588af8583acc865,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
621,"2023-04-23 17:05:24,273",0x27bdf1fb27d8d394b95b65ad0156d9d5,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
622,"2023-04-23 17:05:24,283",0x27bdf1fb27d8d394b95b65ad0156d9d5,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
623,"2023-04-23 17:05:24,408",0x90a12abc93f615d3895e52c4638ae0b4,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
624,"2023-04-23 17:05:24,417",0x90a12abc93f615d3895e52c4638ae0b4,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
625,"2023-04-23 17:05:24,802",0x15bbf07ae33fdc20be2ccfc519ea6f36,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
626,"2023-04-23 17:05:24,813",0x15bbf07ae33fdc20be2ccfc519ea6f36,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
627,"2023-04-23 17:05:25,029",0x753ea636d1651e2b35e18320275d176b,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
628,"2023-04-23 17:05:25,037",0x753ea636d1651e2b35e18320275d176b,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
629,"2023-04-23 17:05:25,193",0x6f4b4d63a52c71cc7edd47d7a0eac60b,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
630,"2023-04-23 17:05:25,203",0x6f4b4d63a52c71cc7edd47d7a0eac60b,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
631,"2023-04-23 17:05:25,606",0xd8f4bee2b0299aac734ed4487c656220,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
632,"2023-04-23 17:05:25,616",0xd8f4bee2b0299aac734ed4487c656220,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
633,"2023-04-23 17:05:26,066",0x3d542aa7e9374f0dfda6e0f741b2c672,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
634,"2023-04-23 17:05:26,076",0x3d542aa7e9374f0dfda6e0f741b2c672,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
635,"2023-04-23 17:05:26,401",0x627c80257cc9b9600145f96190677c3a,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
636,"2023-04-23 17:05:26,410",0x627c80257cc9b9600145f96190677c3a,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
637,"2023-04-23 17:05:26,783",0x3a3a9ec6a0f18ba828d00055267c884c,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
638,"2023-04-23 17:05:26,790",0x3a3a9ec6a0f18ba828d00055267c884c,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
639,"2023-04-23 17:05:27,122",0x1730b1f94951c6d96496b17bccf5f513,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
640,"2023-04-23 17:05:27,133",0x1730b1f94951c6d96496b17bccf5f513,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
641,"2023-04-23 17:05:27,590",0xb29f253f8e0a77426802a071ee468e7e,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
642,"2023-04-23 17:05:27,598",0xb29f253f8e0a77426802a071ee468e7e,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
643,"2023-04-23 17:05:27,794",0x3ba826786716c8b7d18aebf2e599302e,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
644,"2023-04-23 17:05:27,805",0x3ba826786716c8b7d18aebf2e599302e,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
645,"2023-04-23 17:05:28,108",0xc3a4bb0d7d91ebf5616fc4592421f7b7,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
646,"2023-04-23 17:05:28,118",0xc3a4bb0d7d91ebf5616fc4592421f7b7,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
647,"2023-04-23 17:05:28,528",0x3bd9460c516e3ba5010e8be9cdc1acd7,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
648,"2023-04-23 17:05:28,538",0x3bd9460c516e3ba5010e8be9cdc1acd7,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
649,"2023-04-23 17:05:28,730",0x46301cc4b3b9ea8e77ca2af691c330d5,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
650,"2023-04-23 17:05:28,740",0x46301cc4b3b9ea8e77ca2af691c330d5,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
651,"2023-04-23 17:05:29,099",0xac31d62bcf7eaf942d3154642ae4e834,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
652,"2023-04-23 17:05:29,107",0xac31d62bcf7eaf942d3154642ae4e834,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
653,"2023-04-23 17:05:29,420",0xe77f519b1232448bdf7d4d75b0effdc4,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
654,"2023-04-23 17:05:29,429",0xe77f519b1232448bdf7d4d75b0effdc4,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
655,"2023-04-23 17:05:29,841",0x47bd6b1cb57b57b050f62369ac338123,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
656,"2023-04-23 17:05:29,851",0x47bd6b1cb57b57b050f62369ac338123,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
657,"2023-04-23 17:05:30,065",0x7220773768fed89d55ddb647c21337e5,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
658,"2023-04-23 17:05:30,074",0x7220773768fed89d55ddb647c21337e5,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
659,"2023-04-23 17:05:30,381",0x65ba0dd705ca4f60a44bb091e2368f9a,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
660,"2023-04-23 17:05:30,391",0x65ba0dd705ca4f60a44bb091e2368f9a,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
661,"2023-04-23 17:05:30,550",0xaddb15e27bf0d29fccce402994a15f1f,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
662,"2023-04-23 17:05:30,559",0xaddb15e27bf0d29fccce402994a15f1f,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
663,"2023-04-23 17:05:30,778",0xc9370a4699de885f3a41c60781cb8dc0,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
664,"2023-04-23 17:05:30,789",0xc9370a4699de885f3a41c60781cb8dc0,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
665,"2023-04-23 17:05:31,026",0xe79f155261fa4d530549d8ebca51b77e,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
666,"2023-04-23 17:05:31,038",0xe79f155261fa4d530549d8ebca51b77e,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
667,"2023-04-23 17:05:31,195",0x7ff7249b3ee22b1d94e3f8eeb4b5f92b,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
668,"2023-04-23 17:05:31,205",0x7ff7249b3ee22b1d94e3f8eeb4b5f92b,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
669,"2023-04-23 17:05:31,479",0xf14d1a211376c8c1af5df3219844eb2c,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
670,"2023-04-23 17:05:31,489",0xf14d1a211376c8c1af5df3219844eb2c,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
671,"2023-04-23 17:05:31,686",0xc9418ef53486e6f73e22e962a2357145,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
672,"2023-04-23 17:05:31,695",0xc9418ef53486e6f73e22e962a2357145,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
673,"2023-04-23 17:05:32,078",0x324f4e943c2c8cda08e76788a24fab3a,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
674,"2023-04-23 17:05:32,088",0x324f4e943c2c8cda08e76788a24fab3a,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
675,"2023-04-23 17:05:32,222",0x27be0ecc7397c8def7ef698196a7a099,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
676,"2023-04-23 17:05:32,231",0x27be0ecc7397c8def7ef698196a7a099,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
677,"2023-04-23 17:05:32,736",0xfdee1f05ac23c00c5de138238515778d,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
678,"2023-04-23 17:05:32,751",0xfdee1f05ac23c00c5de138238515778d,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
679,"2023-04-23 17:05:33,270",0x350d91276d7248f8ccb94977c519e883,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
680,"2023-04-23 17:05:33,279",0x350d91276d7248f8ccb94977c519e883,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
681,"2023-04-23 17:05:33,807",0x98ce2a5c94a627313d55bc10d37e6f49,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
682,"2023-04-23 17:05:33,816",0x98ce2a5c94a627313d55bc10d37e6f49,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
683,"2023-04-23 17:05:33,998",0xd949d5496d26c738f4490f085859c38c,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
684,"2023-04-23 17:05:34,009",0xd949d5496d26c738f4490f085859c38c,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
685,"2023-04-23 17:05:34,477",0xfa88307265908c874de5b6f853493ce1,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
686,"2023-04-23 17:05:34,487",0xfa88307265908c874de5b6f853493ce1,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
687,"2023-04-23 17:05:34,705",0xb89ea2c5d9f33db524058119c680f7ea,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
688,"2023-04-23 17:05:34,715",0xb89ea2c5d9f33db524058119c680f7ea,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
689,"2023-04-23 17:05:34,957",0x977726a4d6d7f7f22c110dadf22f61df,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
690,"2023-04-23 17:05:34,967",0x977726a4d6d7f7f22c110dadf22f61df,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
691,"2023-04-23 17:05:35,302",0xc948d393590e691aeff746b50a54b4c6,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
692,"2023-04-23 17:05:35,314",0xc948d393590e691aeff746b50a54b4c6,Combine User Data,Combine User Data,"['user.firstname', 'user.lastname', 'user.birthday', 'address.street', 'address.postcode', 'address.number']",['personal data access'],['GDPR-6-1-b']
693,"2023-04-23 17:05:35,480",0x1f75637b57b064d9e3d932306c44aa1c,Request User Address,Request User Address,['user.id'],['personal data access'],['GDPR-6-1-b']
